path,file_type,size_bytes,tracked_by_git,classification_label,authority_role,contamination_risk,duplicate_authority_risk,generated_runtime,external_model_output,rhcsa_or_linux_knowledge,recommended_action,notes
reports/forensic_export/retrieval_and_knowledge_layer.md,.md,704171,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/retrieval_and_knowledge_layer.pdf,.pdf,718748,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_CANONICAL_STRUCTURE_PLAN.md,.md,2753,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_CONTAMINATION_REPORT.md,.md,3806,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_DEPENDENCY_GRAPH.md,.md,2573,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_MEMORY_ONTOLOGY.md,.md,4544,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_RUNTIME_BOUNDARY_RECOMMENDATION.md,.md,2523,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_RUNTIME_MAP.md,.md,4497,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AOIA_TRANSITIONAL_COMPONENTS.md,.md,2908,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/AUTHORITY_SCOPE.md,.md,612,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/CONTRADICTION_SEMANTICS.md,.md,2336,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/CURRENT_MEMORY_FLOW.md,.md,4023,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/FILESYSTEM_ONTOLOGY_LAYOUT.md,.md,3434,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MEMORY_BOUNDARY_ANALYSIS.md,.md,3024,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MEMORY_LAYER_DECOMPOSITION.md,.md,3625,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/README.md,.md,740,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/architecture/DEPENDENCY_BOUNDARY_ANALYSIS.md,.md,2230,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/architecture/MEMORY_DOMAIN_SPLIT_PLAN.md,.md,1870,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/architecture/contracts/RUNTIME_SAFETY_CONTRACTS.md,.md,2030,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/architecture/enforcement/ENFORCEMENT_LAYER_DESIGN.md,.md,2524,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/archive/AOIA_MASTER_LIBRARY/MASTER_INDEX.md,.md,4228,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/contradictions/CONTRADICTION_TAXONOMY.md,.md,1889,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/governance/GOVERNANCE_MODEL.md,.md,2035,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/lineage/LINEAGE_POLICY.md,.md,1243,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/prompts/PROMPT_ARCHIVE_POLICY.md,.md,1176,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/provenance/PROVENANCE_MODEL_PREP.md,.md,1637,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/reports/raw_provider/claude/MANIFEST.md,.md,552,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/reports/raw_provider/codex/MANIFEST.md,.md,692,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/reports/raw_provider/deepseek/MANIFEST.md,.md,369,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/reports/raw_provider/gemini/MANIFEST.md,.md,379,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/reports/raw_provider/kimi/MANIFEST.md,.md,217,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/reports/raw_provider/unknown/MANIFEST.md,.md,937,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/anti_hallucination_epi_app/unclassified/UNCLASSIFIED_MANIFEST.md,.md,903,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/case_studies/lsc_neutrino/README.md,.md,775,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/methodology/contradiction_policy.md,.md,814,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/methodology/evidence_policy.md,.md,1156,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/methodology/inclusion_rules.md,.md,1371,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/methodology/lineage_policy.md,.md,998,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/schemas/artifact.schema.json,.json,389,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/schemas/case_study_manifest.schema.json,.json,279,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/schemas/lineage_event.schema.json,.json,410,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/schemas/provenance_record.schema.json,.json,440,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/schemas/report.schema.json,.json,373,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/taxonomy/case_studies.yml,.yml,518,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/taxonomy/legacy_aliases.yml,.yml,569,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MHLM_MHSR/framework/taxonomy/model_aliases.yml,.yml,711,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/MUTABLE_STATE_ISOLATION_PLAN.md,.md,3164,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/ORCHESTRATION_REMNANT_AUDIT.md,.md,2825,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/PROVENANCE_FOUNDATION.md,.md,2349,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/README.md,.md,8453,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/ROADMAP.md,.md,677,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/ROUTING_AUTHORITY_ANALYSIS.md,.md,3339,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/archive/quarantine/README.md,.md,340,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/contradictions/README.md,.md,305,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/ADR/ADR-001-deterministic-routing.md,.md,391,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/ADR/ADR-002-three-depth-model.md,.md,341,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/ADR/ADR-003-local-first-execution.md,.md,417,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/ADR/ADR-004-no-runtime-learning.md,.md,347,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/ADR/ADR-005-fail-fast-philosophy.md,.md,399,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/ARCHITECTURE.md,.md,2180,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/CONSTRAINTS.md,.md,3294,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/FULL_PROJECT_TREE.txt,.txt,13263,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/GIT_HISTORY_CONTINUATION_PLAN.md,.md,677,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/KNOWLEDGE_PACK_RULES.md,.md,1924,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/KNOWLEDGE_PACK_SPEC.md,.md,2131,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/LINEAGE_MAP.md,.md,531,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/LINUX_ENGINEERING_LIBRARY.md,.md,7900,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/LINUX_ENGINEERING_LIBRARY_REPORT.md,.md,658,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/NON_GOALS.md,.md,2119,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE1_COMPLETE_REPORT.md,.md,4355,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE1_POSTCHECK.md,.md,4257,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE1_STRUCTURE_REPORT.md,.md,3731,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE2_DUPLICATION_SCAN.md,.md,1914,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE2_MIGRATION_REPORT.md,.md,4393,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE2_UNCLASSIFIED_ITEMS.md,.md,1298,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE3_DEPENDENCY_RISKS.md,.md,1945,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE3_GOVERNANCE_PREP_REPORT.md,.md,2589,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PHASE3_RUNTIME_PREP_STATUS.md,.md,1964,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/PRE_PHASE1_CONFLICT_SCAN.md,.md,3651,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/README.md,.md,188,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/REPOSITORY_CONSTITUTION.md,.md,2448,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/REPOSITORY_STATE_REPORT.md,.md,9947,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/REPO_STRUCTURE.md,.md,1920,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/RHCSA_ENGINE_REVIEW.md,.md,2242,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/RUNTIME_BOUNDARY.md,.md,345,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/TAXONOMY_NORMALIZATION_REPORT.md,.md,1885,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/TEST_CONSTITUTION.md,.md,1105,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/TRANSFER_CONTENT_REPORT.txt,.txt,4840,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/adr/0001-keep-aoia-isolated.md,.md,1311,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/adr/0002-minimal-deterministic-router-skeleton.md,.md,1101,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/adr/0003-immutable-startup-configuration.md,.md,1086,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/adr/0004-stdout-only-plain-text-logging.md,.md,887,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/adr/0005-test-constitution-determinism-first.md,.md,875,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/adr/README.md,.md,411,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/architecture/AOIA_MEMORY_MODEL.md,.md,14412,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/architecture/FORBIDDEN_MEMORY_FLOWS.md,.md,5776,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/architecture/MEMORY_LAYER_ACCESS_MATRIX.md,.md,5220,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/checkpoints/2026-05-23/AOIA_DAILY_CHECKPOINT.md,.md,10920,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/checkpoints/2026-05-23/NEXT_ACTIONS.md,.md,2638,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/forensic-runtime-audit/CANONICAL_REFACTOR_PREP.md,.md,4669,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/forensic-runtime-audit/CURRENT_RUNTIME_TOPOLOGY.md,.md,5954,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/forensic-runtime-audit/MEMORY_CONTAMINATION_MAP.md,.md,4838,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/forensic-runtime-audit/RUNTIME_BOUNDARY_VIOLATIONS.md,.md,7048,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/linux-engineering/README.md,.md,2471,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/refactor/CANONICAL_AUTHORITY_GRAPH.md,.md,16925,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/refactor/MEMORY_AUTHORITY_BOUNDARIES.md,.md,7543,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/refactor/MEMORY_CONTAMINATION_GRAPH.md,.md,8928,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/refactor/MEMORY_DEPENDENCY_GRAPH.md,.md,7464,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/refactor/MEMORY_SPLIT_PLAN.md,.md,15467,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/reports/FINAL_URL_HANDOFF_PATCH.md,.md,3824,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/reports/PHASE_1A_GIT_VALIDATION.md,.md,7710,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/docs/reports/PHASE_2B_ROUTING_BOUNDARY.md,.md,5298,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/governance/README.md,.md,217,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/memory/README.md,.md,383,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/provenance/README.md,.md,265,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/reports/linux-engineering/rhcsa_existing_state_audit.md,.md,5591,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/retrieval/README.md,.md,288,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/aoia_config.json,.json,258,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/circadian_router.py,.py,794,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/config_loader.py,.py,2446,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/deterministic_router.py,.py,474,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/dvm_research.md,.md,4364,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/environment/environment_router.py,.py,1135,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/environment/network_patterns.md,.md,2674,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/environment/traffic_profiles.json,.json,388,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/epistemic_kernel.py,.py,12200,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/routing_modes.json,.json,384,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/adaptive_routing/stdout_logger.py,.py,709,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/commands/__init__.py,.py,174,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/commands/base.py,.py,1076,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/commands/local_commands.py,.py,19396,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/contradiction_registry.json,.json,6987,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/install.sh,.sh,1974,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,False,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/README.md,.md,974,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/__init__.py,.py,69,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/bash/README.md,.md,646,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/bash/skrypty-bash-podstawy.md,.md,8809,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/bash/wyszukiwanie-i-filtrowanie-tekstu.md,.md,10709,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/bash/zaawansowane-narzdzia-tekstowe.md,.md,4675,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/bash/zmienne-rodowiskowe-i-powoka.md,.md,12829,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/candidates/candidate_command_index.json,.json,2037636,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/candidates/candidate_commands.csv,.csv,750184,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/canonical/rhcsa_commands.json,.json,220301,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/command_graph.json,.json,2027,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/context/context_pack.json,.json,692,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/examples/ls-command.json,.json,525,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/examples/rm-recursive-force.json,.json,632,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/examples/systemctl-status.json,.json,670,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
reports/forensic_export/source_export/runtime/knowledge/extracted/linux_master_library_v1.md,.md,797025,yes,external-model-output,rendered/exported audit artifact,high,high,False,True,True,exclude from evidence/canonical ingestion,
