card_id,title,category,subcategory,difficulty,source_ids,summary,risk_label,aoia_tags,review_status
HAT003-PY-SECURITY-STATIC-SAFETY-0086,Supply chain risk review,security_static_safety,dependency_risk,professional,SRC-PY-PACKAGING-087;SRC-PY-OFFICIAL-002,Static review card for supply chain risk review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:professional;safety:static-review;mV:-70.003.dependency_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0087,Unsafe debug configuration review,security_static_safety,configuration_risk,intermediate,SRC-PY-PACKAGING-088;SRC-PY-OFFICIAL-003,Static review card for unsafe debug configuration review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:intermediate;safety:static-review;mV:-70.003.configuration_risk,draft
HAT003-PY-SECURITY-STATIC-SAFETY-0088,AI-generated code static review,security_static_safety,ai_generated_code_risk,professional,SRC-PY-PACKAGING-089;SRC-PY-OFFICIAL-004,Static review card for ai-generated code static review in Python engineering.,SECURITY_SENSITIVE,hat:003;domain:python;execution:no;review:human-required;level:professional;safety:static-review;mV:-70.003.ai_generated_code_risk,draft
HAT003-PY-SOFTWARE-ENGINEERING-0089,Docstring purpose and limits checklist variant 89,software_engineering,documentation,beginner,SRC-PY-PACKAGING-090;SRC-PY-OFFICIAL-005,Static review card for docstring purpose and limits checklist variant 89 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.documentation,draft
HAT003-PY-SOFTWARE-ENGINEERING-0090,Error boundaries and user messages checklist variant 90,software_engineering,error_handling,intermediate,SRC-PY-PACKAGING-091;SRC-PY-OFFICIAL-006,Static review card for error boundaries and user messages checklist variant 90 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.error_handling,draft
HAT003-PY-SOFTWARE-ENGINEERING-0091,Metrics logs and traces without secrets checklist variant 91,software_engineering,observability,advanced,SRC-PY-QUALITY-092;SRC-PY-OFFICIAL-007,Static review card for metrics logs and traces without secrets checklist variant 91 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.observability,draft
HAT003-PY-SOFTWARE-ENGINEERING-0092,Complexity review checklist variant 92,software_engineering,maintainability,intermediate,SRC-PY-OFFICIAL-001;SRC-PY-OFFICIAL-008,Static review card for complexity review checklist variant 92 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.maintainability,draft
HAT003-PY-SOFTWARE-ENGINEERING-0093,Small behavior-preserving changes checklist variant 93,software_engineering,refactoring,intermediate,SRC-PY-OFFICIAL-002;SRC-PY-OFFICIAL-009,Static review card for small behavior-preserving changes checklist variant 93 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.refactoring,draft
HAT003-PY-SOFTWARE-ENGINEERING-0094,Static review checklist discipline checklist variant 94,software_engineering,code_review,professional,SRC-PY-OFFICIAL-003;SRC-PY-OFFICIAL-010,Static review card for static review checklist discipline checklist variant 94 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:professional;source:official;mV:-70.003.code_review,draft
HAT003-PY-SOFTWARE-ENGINEERING-0095,Pattern use without overengineering checklist variant 95,software_engineering,design_patterns,advanced,SRC-PY-OFFICIAL-004;SRC-PY-OFFICIAL-011,Static review card for pattern use without overengineering checklist variant 95 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.design_patterns,draft
HAT003-PY-SOFTWARE-ENGINEERING-0096,Architecture boundary mapping checklist variant 96,software_engineering,architecture_patterns,professional,SRC-PY-OFFICIAL-005;SRC-PY-OFFICIAL-012,Static review card for architecture boundary mapping checklist variant 96 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:professional;source:official;mV:-70.003.architecture_patterns,draft
HAT003-PY-WEB-API-0097,HTTP timeout and retry review checklist variant 97,web_api,http_clients,intermediate,SRC-PY-OFFICIAL-006;SRC-PY-OFFICIAL-013,Static review card for http timeout and retry review checklist variant 97 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.http_clients,draft
HAT003-PY-WEB-API-0098,FastAPI dependency injection review checklist variant 98,web_api,fastapi,intermediate,SRC-PY-OFFICIAL-007;SRC-PY-OFFICIAL-014,Static review card for fastapi dependency injection review checklist variant 98 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.fastapi,draft
HAT003-PY-WEB-API-0099,Django settings and ORM review checklist variant 99,web_api,django,intermediate,SRC-PY-OFFICIAL-008;SRC-PY-OFFICIAL-015,Static review card for django settings and orm review checklist variant 99 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.django,draft
HAT003-PY-WEB-API-0100,Flask application factory review checklist variant 100,web_api,flask,intermediate,SRC-PY-OFFICIAL-009;SRC-PY-OFFICIAL-016,Static review card for flask application factory review checklist variant 100 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.flask,draft
HAT003-PY-WEB-API-0101,ASGI lifecycle review checklist variant 101,web_api,asgi,advanced,SRC-PY-OFFICIAL-010;SRC-PY-OFFICIAL-017,Static review card for asgi lifecycle review checklist variant 101 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.asgi,draft
HAT003-PY-WEB-API-0102,WSGI deployment boundary review checklist variant 102,web_api,wsgi,advanced,SRC-PY-OFFICIAL-011;SRC-PY-OFFICIAL-018,Static review card for wsgi deployment boundary review checklist variant 102 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.wsgi,draft
HAT003-PY-WEB-API-0103,REST status and schema review checklist variant 103,web_api,rest,intermediate,SRC-PY-OFFICIAL-012;SRC-PY-COMMUNITY-019,Static review card for rest status and schema review checklist variant 103 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.rest,draft
HAT003-PY-WEB-API-0104,Authentication flow review checklist variant 104,web_api,authentication,advanced,SRC-PY-OFFICIAL-013;SRC-PY-COMMUNITY-020,Static review card for authentication flow review checklist variant 104 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.authentication,draft
HAT003-PY-WEB-API-0105,Authorization check placement checklist variant 105,web_api,authorization,advanced,SRC-PY-OFFICIAL-014;SRC-PY-COMMUNITY-021,Static review card for authorization check placement checklist variant 105 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.authorization,draft
HAT003-PY-WEB-API-0106,Request validation review checklist variant 106,web_api,validation,intermediate,SRC-PY-OFFICIAL-015;SRC-PY-COMMUNITY-022,Static review card for request validation review checklist variant 106 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.validation,draft
HAT003-PY-WEB-API-0107,Serialization format safety checklist variant 107,web_api,serialization,intermediate,SRC-PY-OFFICIAL-016;SRC-PY-COMMUNITY-023,Static review card for serialization format safety checklist variant 107 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.serialization,draft
HAT003-PY-WEB-API-0108,Background task reliability checklist variant 108,web_api,background_tasks,advanced,SRC-PY-OFFICIAL-017;SRC-PY-COMMUNITY-024,Static review card for background task reliability checklist variant 108 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.background_tasks,draft
HAT003-PY-WEB-API-0109,Database transaction boundary checklist variant 109,web_api,database_integration,advanced,SRC-PY-OFFICIAL-018;SRC-PY-COMMUNITY-025,Static review card for database transaction boundary checklist variant 109 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.database_integration,draft
HAT003-PY-DATA-ML-0110,Array shape and dtype review checklist variant 110,data_ml,numpy,intermediate,SRC-PY-COMMUNITY-019;SRC-PY-BOOK-026,Static review card for array shape and dtype review checklist variant 110 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.numpy,draft
HAT003-PY-DATA-ML-0111,DataFrame mutation review checklist variant 111,data_ml,pandas,intermediate,SRC-PY-COMMUNITY-020;SRC-PY-BOOK-027,Static review card for dataframe mutation review checklist variant 111 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.pandas,draft
HAT003-PY-DATA-ML-0112,Lazy plan review basics checklist variant 112,data_ml,polars,intermediate,SRC-PY-COMMUNITY-021;SRC-PY-COMMUNITY-028,Static review card for lazy plan review basics checklist variant 112 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.polars,draft
HAT003-PY-DATA-ML-0113,Plot generation boundary checklist variant 113,data_ml,matplotlib,beginner,SRC-PY-COMMUNITY-022;SRC-PY-COMMUNITY-029,Static review card for plot generation boundary checklist variant 113 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.matplotlib,draft
HAT003-PY-DATA-ML-0114,Scientific routine assumptions checklist variant 114,data_ml,scipy,advanced,SRC-PY-COMMUNITY-023;SRC-PY-ARCHITECTURE-030,Static review card for scientific routine assumptions checklist variant 114 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.scipy,draft
HAT003-PY-DATA-ML-0115,Train test split review checklist variant 115,data_ml,scikit_learn,intermediate,SRC-PY-COMMUNITY-024;SRC-PY-ARCHITECTURE-031,Static review card for train test split review checklist variant 115 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.scikit_learn,draft
HAT003-PY-DATA-ML-0116,Model checkpoint safety review checklist variant 116,data_ml,pytorch,advanced,SRC-PY-COMMUNITY-025;SRC-PY-ARCHITECTURE-032,Static review card for model checkpoint safety review checklist variant 116 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.pytorch,draft
HAT003-PY-DATA-ML-0117,TensorFlow saved model review checklist variant 117,data_ml,tensorflow,advanced,SRC-PY-BOOK-026;SRC-PY-ARCHITECTURE-033,Static review card for tensorflow saved model review checklist variant 117 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.tensorflow,draft
HAT003-PY-DATA-ML-0118,Model and tokenizer source review checklist variant 118,data_ml,transformers,advanced,SRC-PY-BOOK-027;SRC-PY-ARCHITECTURE-034,Static review card for model and tokenizer source review checklist variant 118 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:advanced;source:official;mV:-70.003.transformers,draft
HAT003-PY-DATA-ML-0119,Notebook reproducibility review checklist variant 119,data_ml,jupyter,intermediate,SRC-PY-COMMUNITY-028;SRC-PY-ARCHITECTURE-035,Static review card for notebook reproducibility review checklist variant 119 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.jupyter,draft
HAT003-PY-DATA-ML-0120,Hosted notebook boundary checklist variant 120,data_ml,colab,intermediate,SRC-PY-COMMUNITY-029;SRC-PY-LEARNING-036,Static review card for hosted notebook boundary checklist variant 120 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:intermediate;source:official;mV:-70.003.colab,draft
HAT003-PY-PYTHON-CORE-0121,Python statement and expression boundaries checklist variant 121,python_core,syntax,beginner,SRC-PY-ARCHITECTURE-030;SRC-PY-LEARNING-037,Static review card for python statement and expression boundaries checklist variant 121 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.syntax,draft
HAT003-PY-PYTHON-CORE-0122,Object identity equality and truthiness checklist variant 122,python_core,data_model,beginner,SRC-PY-ARCHITECTURE-031;SRC-PY-LEARNING-038,Static review card for object identity equality and truthiness checklist variant 122 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.data_model,draft
HAT003-PY-PYTHON-CORE-0123,Function arguments defaults and call semantics checklist variant 123,python_core,functions,beginner,SRC-PY-ARCHITECTURE-032;SRC-PY-LEARNING-039,Static review card for function arguments defaults and call semantics checklist variant 123 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.functions,draft
HAT003-PY-PYTHON-CORE-0124,Class attributes versus instance attributes checklist variant 124,python_core,classes,beginner,SRC-PY-ARCHITECTURE-033;SRC-PY-LEARNING-040,Static review card for class attributes versus instance attributes checklist variant 124 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.classes,draft
HAT003-PY-PYTHON-CORE-0125,Exception hierarchy and explicit handling checklist variant 125,python_core,exceptions,beginner,SRC-PY-ARCHITECTURE-034;SRC-PY-LEARNING-041,Static review card for exception hierarchy and explicit handling checklist variant 125 in Python engineering.,SAFE_EDUCATIONAL,hat:003;domain:python;execution:no;review:human-required;level:beginner;source:official;mV:-70.003.exceptions,draft
