path,module,category,size_bytes,last_modified,description
runtime/knowledge/tools/SECTION_PARSER_README.md,runtime/knowledge,knowledge,1187,2026-05-21T21:12:41,RHCSA Section Parser
runtime/knowledge/tools/candidate_index_loader.py,runtime/knowledge,knowledge,17798,2026-05-24T17:38:46,Parser that builds reviewed candidate command records from extracted Linux source text.
runtime/knowledge/tools/canonical_builder.py,runtime/knowledge,knowledge,5951,2026-05-21T21:17:42,Python source module.
runtime/knowledge/tools/context_injector.py,runtime/knowledge,knowledge,7102,2026-05-21T22:15:59,Python source module.
runtime/knowledge/tools/context_pack_builder.py,runtime/knowledge,knowledge,8220,2026-05-21T21:29:54,Python source module.
runtime/knowledge/tools/index_builder.py,runtime/knowledge,knowledge,5228,2026-05-21T21:21:26,Python source module.
runtime/knowledge/tools/markdown_kb_builder.py,runtime/knowledge,knowledge,14211,2026-05-22T19:25:04,Knowledge artifact.
runtime/knowledge/tools/pdf_extract.py,runtime/knowledge,knowledge,3318,2026-05-21T21:08:17,Python source module.
runtime/knowledge/tools/section_parser.py,runtime/knowledge,knowledge,6321,2026-05-21T21:12:41,Python source module.
runtime/knowledge/troubleshooting/README.md,runtime/knowledge,knowledge,824,2026-05-22T19:25:12,Troubleshooting
runtime/knowledge/troubleshooting/diagnostyka-i-narzdzia-systemowe.md,runtime/knowledge,knowledge,6570,2026-05-22T19:25:12,Diagnostyka i narz■dzia systemowe
runtime/knowledge/troubleshooting/dodatkowe-narzdzia-administracyjne.md,runtime/knowledge,knowledge,10308,2026-05-22T19:25:12,Dodatkowe narz■dzia administracyjne
runtime/knowledge/troubleshooting/informacje-o-systemie.md,runtime/knowledge,knowledge,6657,2026-05-22T19:25:12,Informacje o systemie
runtime/knowledge/troubleshooting/logowanie-i-monitorowanie-systemu.md,runtime/knowledge,knowledge,6981,2026-05-22T19:25:12,Logowanie i monitorowanie systemu
runtime/knowledge/troubleshooting/zarzdzanie-procesami.md,runtime/knowledge,knowledge,6250,2026-05-22T19:25:12,Zarz■dzanie procesami
runtime/knowledge/users/README.md,runtime/knowledge,knowledge,398,2026-05-22T19:25:12,Users
runtime/knowledge/users/zarzdzanie-grupami.md,runtime/knowledge,knowledge,1737,2026-05-22T19:25:12,Zarz■dzanie grupami
runtime/knowledge/users/zarzdzanie-uytkownikami.md,runtime/knowledge,knowledge,16125,2026-05-22T19:25:12,Zarz■dzanie u■ytkownikami
runtime/knowledge/validator/__init__.py,runtime/knowledge,knowledge,46,2026-05-21T20:42:35,Knowledge artifact.
runtime/knowledge/validator/validation_report.md,runtime/knowledge,knowledge,773,2026-05-21T20:42:37,AOIA Knowledge Validator Report
runtime/knowledge/validator/validation_rules.py,runtime/knowledge,knowledge,1353,2026-05-21T20:42:35,Python source module.
runtime/knowledge/validator/validator.py,runtime/knowledge,knowledge,8047,2026-05-21T20:42:36,Python source module.
runtime/main.py,runtime/main.py,runtime,43421,2026-05-23T21:11:52,Runtime coordinator and bounded agent loop.
runtime/memory/__init__.py,runtime/memory,memory,57,2026-05-23T20:40:41,Memory artifact.
runtime/memory/gemma_worker_memory.py,runtime/memory,memory,1328,2026-05-23T20:40:42,Python source module.
runtime/memory/hats/coding.json,runtime/memory,memory,258,2026-05-23T20:40:53,Memory artifact.
runtime/memory/hats/linux.json,runtime/memory,memory,273,2026-05-23T20:40:53,Memory artifact.
runtime/memory/hats/research.json,runtime/memory,memory,254,2026-05-23T20:40:53,Memory artifact.
runtime/memory/rhcsa_context.py,runtime/memory,memory,1423,2026-05-23T20:40:42,Python source module.
runtime/obsidian_vault/.obsidian/app.json,runtime/obsidian_vault,runtime,68,2026-05-23T20:40:53,Runtime artifact.
runtime/obsidian_vault/00_START_HERE.md,runtime/obsidian_vault,runtime,227,2026-05-23T20:40:53,Obsidian Vault
runtime/obsidian_vault/Daily/2026-05-23.md,runtime/obsidian_vault,runtime,1529,2026-05-23T21:17:53,2026-05-23
runtime/obsidian_vault/Evidence/20260523_204053_498246.md,runtime/obsidian_vault,runtime,191,2026-05-23T20:41:40,Evidence 20260523_204053_498246
runtime/obsidian_vault/Evidence/20260523_204122_715088.md,runtime/obsidian_vault,runtime,415,2026-05-23T20:44:31,Evidence 20260523_204122_715088
runtime/obsidian_vault/Evidence/20260523_204427_843537.md,runtime/obsidian_vault,runtime,191,2026-05-23T20:44:36,Evidence 20260523_204427_843537
runtime/obsidian_vault/Evidence/20260523_204557_588315.md,runtime/obsidian_vault,runtime,1743,2026-05-23T21:18:01,Evidence 20260523_204557_588315
runtime/obsidian_vault/Reasoning/20260523_204053_498246.md,runtime/obsidian_vault,runtime,492,2026-05-23T20:41:43,Reasoning 20260523_204053_498246
runtime/obsidian_vault/Reasoning/20260523_204122_715088.md,runtime/obsidian_vault,runtime,1616,2026-05-23T20:44:31,Reasoning 20260523_204122_715088
runtime/obsidian_vault/Reasoning/20260523_204427_843537.md,runtime/obsidian_vault,runtime,492,2026-05-23T20:44:42,Reasoning 20260523_204427_843537
runtime/obsidian_vault/Reasoning/20260523_204557_588315.md,runtime/obsidian_vault,runtime,3615,2026-05-23T21:18:01,Reasoning 20260523_204557_588315
runtime/orchestrator/__init__.py,runtime/orchestrator,runtime,89,2026-05-20T23:45:41,Runtime artifact.
runtime/orchestrator/gemini_gemma.py,runtime/orchestrator,runtime,7465,2026-05-21T06:31:05,Python source module.
runtime/orchestrator/knowledge_router.py,runtime/orchestrator,runtime,5298,2026-05-21T06:42:30,Python source module.
runtime/project_scan.json,runtime/project_scan.json,runtime,8067,2026-05-23T20:57:24,Runtime artifact.
runtime/prompts/system_prompt.txt,runtime/prompts,runtime,3605,2026-05-23T21:14:54,Runtime artifact.
runtime/provenance_registry.json,runtime/provenance_registry.json,provenance,41551,2026-05-23T02:22:03,Provenance artifact.
runtime/providers/__init__.py,runtime/providers,configuration,178,2026-05-18T21:35:57,Configuration artifact.
runtime/providers/aureon_provider.py,runtime/providers,configuration,1212,2026-05-20T22:50:23,Python source module.
runtime/providers/base.py,runtime/providers,configuration,380,2026-05-18T19:53:27,Python source module.
runtime/providers/config.py,runtime/providers,configuration,11492,2026-05-21T07:34:49,Python source module.
runtime/providers/gemini_provider.py,runtime/providers,configuration,890,2026-05-18T21:34:54,Python source module.
runtime/providers/gemma_provider.py,runtime/providers,configuration,3858,2026-05-20T23:45:34,Python source module.
runtime/providers/openai_compatible.py,runtime/providers,configuration,1674,2026-05-21T07:05:06,Python source module.
runtime/requirements.txt,runtime/requirements.txt,runtime,39,2026-05-18T11:02:12,Runtime artifact.
runtime/retrieval/__init__.py,runtime/retrieval,retrieval,38,2026-05-24T16:52:35,Retrieval artifact.
runtime/retrieval/linux/__init__.py,runtime/retrieval,retrieval,188,2026-05-24T16:52:36,Deterministic Linux retrieval component.
runtime/retrieval/linux/provenance_attach.py,runtime/retrieval,retrieval,2690,2026-05-24T16:52:37,Deterministic Linux retrieval component.
runtime/retrieval/linux/query_normalizer.py,runtime/retrieval,retrieval,3874,2026-05-24T16:52:36,Deterministic Linux retrieval component.
runtime/retrieval/linux/retrieval_engine.py,runtime/retrieval,retrieval,12165,2026-05-24T16:53:17,Deterministic Linux retrieval component.
runtime/retrieval/linux/scoring.py,runtime/retrieval,retrieval,961,2026-05-24T16:52:37,Deterministic Linux retrieval component.
runtime/router/__init__.py,runtime/router,runtime,91,2026-05-18T19:53:30,Runtime artifact.
runtime/router/local_router.py,runtime/router,runtime,2954,2026-05-20T22:52:56,Python source module.
runtime/run.sh,runtime/run.sh,runtime,397,2026-05-19T05:17:23,Runtime artifact.
runtime/run_web.sh,runtime/run_web.sh,runtime,364,2026-05-20T15:16:16,Runtime artifact.
runtime/state/agent_state.json,runtime/state,runtime,1366,2026-05-23T21:18:01,Runtime artifact.
runtime/state/model_config.json,runtime/state,runtime,40,2026-05-23T20:41:02,Runtime artifact.
runtime/state/providers.json,runtime/state,runtime,313,2026-05-23T20:40:53,Runtime artifact.
runtime/state/token_savings_report.json,runtime/state,runtime,235,2026-05-23T20:40:53,Runtime artifact.
runtime/tools/__init__.py,runtime/tools,tooling,50,2026-05-18T09:22:44,Tooling artifact.
runtime/tools/browser_tools.py,runtime/tools,tooling,10150,2026-05-18T21:35:15,Python source module.
runtime/tools/build_rhcsa_library.py,runtime/tools,tooling,40708,2026-05-21T06:30:00,Tooling artifact.
runtime/tools/epistemic_registry.py,runtime/tools,tooling,13781,2026-05-23T02:21:58,Python source module.
runtime/tools/executor.py,runtime/tools,tooling,8928,2026-05-23T20:21:55,Python source module.
runtime/tools/filesystem_tools.py,runtime/tools,tooling,4101,2026-05-18T10:56:33,Python source module.
runtime/tools/memory.py,runtime/tools,memory,10112,2026-05-23T02:25:31,Python source module.
runtime/tools/memory_hats.py,runtime/tools,memory,4251,2026-05-20T22:51:57,Python source module.
runtime/tools/project_scanner.py,runtime/tools,tooling,3738,2026-05-20T22:56:57,Python source module.
runtime/tools/rhcsa_search.py,runtime/tools,tooling,22225,2026-05-23T00:30:21,Python source module.
runtime/tools/shell_tools.py,runtime/tools,tooling,1407,2026-05-18T10:56:43,Python source module.
runtime/tools/system_info.py,runtime/tools,tooling,1234,2026-05-18T09:22:56,Python source module.
runtime/tools/validator.py,runtime/tools,tooling,7844,2026-05-23T02:25:31,Tooling artifact.
runtime/tools/web_reader.py,runtime/tools,tooling,872,2026-05-18T15:35:04,Python source module.
runtime/webapp.py,runtime/webapp.py,runtime,5272,2026-05-20T15:14:16,Python source module.
state/model_config.json,state/model_config.json,repository,36,2026-05-23T17:25:05,Repository artifact.
state/providers.json,state/providers.json,repository,205,2026-05-23T17:25:05,Repository artifact.
tests/test_aoia_determinism.py,tests/test_aoia_determinism.py,tests,1992,2026-05-21T17:25:09,Python source module.
tests/test_epistemic_kernel.py,tests/test_epistemic_kernel.py,tests,1712,2026-05-23T03:34:36,Python source module.
tests/test_epistemic_registry.py,tests/test_epistemic_registry.py,tests,3299,2026-05-23T02:20:37,Python source module.
tests/test_epistemic_safeguards.py,tests/test_epistemic_safeguards.py,tests,3012,2026-05-23T02:26:05,Python source module.
tests/test_executor_containment.py,tests/test_executor_containment.py,tests,1863,2026-05-23T20:23:26,Python source module.
tests/test_knowledge_validator.py,tests/test_knowledge_validator.py,tests,3940,2026-05-21T20:42:38,Python source module.
tests/test_linux_retrieval.py,tests/test_linux_retrieval.py,tests,2928,2026-05-24T16:53:36,Python source module.
tests/test_main.py,tests/test_main.py,tests,19366,2026-05-23T20:22:52,Runtime coordinator and bounded agent loop.
tests/test_rhcsa_retrieval.py,tests/test_rhcsa_retrieval.py,tests,2446,2026-05-23T00:30:36,Python source module.
tests/test_routing_boundary.py,tests/test_routing_boundary.py,tests,6708,2026-05-23T21:12:10,Python source module.
